Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0031344	regulation of cell projection organization	 	1.828E-10	7.943E-7	2.942E-8	2.634E-7	30	925	NRG1,RELN,CUX2,CFL1,DPYSL5,FSTL4,NTNG1,RAPGEF1,SEMA5A,NLGN1,LRRC4C,DCC,CIT,ZNF804A,YWHAH,ITPR1,GRIP1,MT3,EFNA5,TENM3,SLIT3,HRAS,PAK1,AUTS2,CTNNA2,NME1,IL1RAP,RPL4,HSP90AA1,VEGFA
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	5.069E-10	2.203E-6	7.867E-8	7.045E-7	29	905	NRG1,RELN,CUX2,CFL1,DPYSL5,FSTL4,NTNG1,RAPGEF1,SEMA5A,NLGN1,LRRC4C,DCC,CIT,ZNF804A,YWHAH,ITPR1,MT3,EFNA5,TENM3,SLIT3,HRAS,PAK1,AUTS2,CTNNA2,NME1,IL1RAP,RPL4,HSP90AA1,VEGFA
GO: Biological Process	GO:0031346	positive regulation of cell projection organization	 	1.368E-9	5.946E-6	2.050E-7	1.836E-6	21	498	NRG1,RELN,CUX2,CFL1,RAPGEF1,SEMA5A,NLGN1,DCC,ZNF804A,ITPR1,GRIP1,EFNA5,TENM3,HRAS,PAK1,AUTS2,NME1,IL1RAP,RPL4,HSP90AA1,VEGFA
GO: Biological Process	GO:0048675	axon extension	 	1.561E-9	6.784E-6	2.211E-7	1.980E-6	14	200	NRG1,NCALD,FSTL4,SEMA5A,DCC,MT3,SLIT3,PAK1,AUTS2,ALCAM,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0050804	modulation of chemical synaptic transmission	 	1.582E-9	6.876E-6	2.211E-7	1.980E-6	25	715	CNTN4,RELN,ERBB4,CUX2,HTR2C,RASGRF2,CFL1,NTNG1,DGKB,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,LRRC4C,DCC,YWHAH,MEF2C,SNCAIP,SLC24A2,HRAS,PAK1,TAC1,NRG3
GO: Biological Process	GO:0099177	regulation of trans-synaptic signaling	 	1.628E-9	7.075E-6	2.211E-7	1.980E-6	25	716	CNTN4,RELN,ERBB4,CUX2,HTR2C,RASGRF2,CFL1,NTNG1,DGKB,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,LRRC4C,DCC,YWHAH,MEF2C,SNCAIP,SLC24A2,HRAS,PAK1,TAC1,NRG3
GO: Biological Process	GO:0098916	anterograde trans-synaptic signaling	 	2.067E-9	8.983E-6	2.642E-7	2.366E-6	30	1025	CNTN4,RELN,ERBB4,CUX2,HTR2C,RASGRF2,ASIC2,CFL1,NTNG1,DGKB,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,LRRC4C,DCC,SST,CHRM3,YWHAH,RPH3A,MEF2C,SNCAIP,SLC24A2,HRAS,PAK1,SLITRK5,TAC1,NRG3
GO: Biological Process	GO:0007268	chemical synaptic transmission	 	2.067E-9	8.983E-6	2.642E-7	2.366E-6	30	1025	CNTN4,RELN,ERBB4,CUX2,HTR2C,RASGRF2,ASIC2,CFL1,NTNG1,DGKB,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,LRRC4C,DCC,SST,CHRM3,YWHAH,RPH3A,MEF2C,SNCAIP,SLC24A2,HRAS,PAK1,SLITRK5,TAC1,NRG3
GO: Biological Process	GO:2000026	regulation of multicellular organismal development	 	4.416E-9	1.919E-5	5.483E-7	4.910E-6	42	1908	NRG1,RELN,ERBB4,CUX2,ZEB1,MAN2A1,ASIC2,CFL1,IARS1,RGCC,TRPS1,ACTB,RBP4,DPYSL5,FSTL4,SEMA5A,CLSTN2,NLGN1,RUNX2,DCC,CIT,YWHAH,MEF2C,JUNB,MT3,FBN1,EFNA5,KITLG,BASP1,SLIT3,PAK1,SLITRK5,FGF1,FGFR2,ARHGEF2,NME1,BEX2,IL1RAP,ATP2B1,RPL4,HSP90AA1,VEGFA
GO: Biological Process	GO:0051960	regulation of nervous system development	 	5.257E-9	2.285E-5	6.346E-7	5.683E-6	23	645	NRG1,RELN,CUX2,MAN2A1,ASIC2,DPYSL5,FSTL4,SEMA5A,CLSTN2,NLGN1,DCC,CIT,YWHAH,MT3,EFNA5,SLIT3,PAK1,SLITRK5,ARHGEF2,BEX2,IL1RAP,RPL4,VEGFA
GO: Biological Process	GO:2000310	regulation of NMDA receptor activity	 	5.789E-9	2.516E-5	6.800E-7	6.089E-6	7	31	RELN,RASGRF2,CFL1,NLGN1,GRIN2A,RPH3A,MEF2C
GO: Biological Process	GO:0008361	regulation of cell size	 	5.979E-9	2.599E-5	6.838E-7	6.123E-6	15	261	NRG1,NCALD,CFL1,FSTL4,SEMA5A,DCC,PRR16,MT3,EFNA5,SLIT3,PAK1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:1990138	neuron projection extension	 	6.629E-9	2.881E-5	7.387E-7	6.615E-6	15	263	NRG1,NCALD,FSTL4,SEMA5A,DCC,CPNE5,MT3,SLIT3,PAK1,AUTS2,ALCAM,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	 	1.404E-8	6.103E-5	1.526E-6	1.366E-5	13	199	CNTN4,CLSTN2,CADM2,CNTN6,KIRREL3,CADM1,CDH20,TENM3,BSG,CNTN5,CNTN3,CDH7,CDH10
GO: Biological Process	GO:0099560	synaptic membrane adhesion	 	1.439E-8	6.255E-5	1.526E-6	1.366E-5	7	35	NRG1,NTNG1,NLGN1,LRRC4C,CADM1,EFNA5,IL1RAP
GO: Biological Process	GO:0040011	locomotion	 	1.475E-8	6.410E-5	1.526E-6	1.367E-5	40	1834	DOCK4,PLA2G7,CNTN4,NRG1,RELN,ERBB4,NCALD,ZEB1,HTR2C,CFL1,RGCC,DPYSL5,NTNG1,SEMA5A,GRIN2A,DCC,SST,ITGAV,MEF2C,TMEFF2,CNTN6,TUBB3,EFNA5,KITLG,TENM3,BSG,CNTN5,SLIT3,MIF,HRAS,PAK1,FGF1,CNTN3,TAC1,CD81,ALCAM,CTNNA2,ARHGEF2,NRG3,VEGFA
GO: Biological Process	GO:0030900	forebrain development	 	1.793E-8	7.793E-5	1.812E-6	1.623E-5	22	632	VWC2,NRG1,RELN,ERBB4,ZEB1,CFL1,SUN1,GRIA1,SEMA5A,GRIN2A,DCC,MEF2C,SOCS7,GRIP1,KIRREL3,SLIT3,PAK1,SLITRK5,ALCAM,FGFR2,NME1,NRG3
GO: Biological Process	GO:0007416	synapse assembly	 	1.899E-8	8.253E-5	1.876E-6	1.680E-5	14	243	NRG1,RELN,ERBB4,CUX2,ASIC2,CLSTN2,NLGN1,MEF2C,KIRREL3,CADM1,EFNA5,CNTN5,SLITRK5,IL1RAP
GO: Biological Process	GO:0007411	axon guidance	 	2.856E-8	1.241E-4	2.758E-6	2.470E-5	17	385	CNTN4,RELN,NCALD,DPYSL5,SEMA5A,DCC,MEF2C,CNTN6,TUBB3,EFNA5,TENM3,BSG,CNTN5,SLIT3,CNTN3,ALCAM,VEGFA
GO: Biological Process	GO:0097485	neuron projection guidance	 	2.966E-8	1.289E-4	2.802E-6	2.509E-5	17	386	CNTN4,RELN,NCALD,DPYSL5,SEMA5A,DCC,MEF2C,CNTN6,TUBB3,EFNA5,TENM3,BSG,CNTN5,SLIT3,CNTN3,ALCAM,VEGFA
GO: Biological Process	GO:0050803	regulation of synapse structure or activity	 	3.677E-8	1.598E-4	3.400E-6	3.044E-5	15	299	RELN,CUX2,ASIC2,CFL1,DGKB,GRIA4,CLSTN2,NLGN1,ZNF804A,MEF2C,EFNA5,NCAN,SLITRK5,CTNNA2,IL1RAP
GO: Biological Process	GO:0006935	chemotaxis	 	3.885E-8	1.689E-4	3.518E-6	3.150E-5	25	840	DOCK4,PLA2G7,CNTN4,NRG1,RELN,NCALD,DPYSL5,SEMA5A,DCC,ITGAV,MEF2C,CNTN6,TUBB3,EFNA5,TENM3,BSG,CNTN5,SLIT3,MIF,HRAS,FGF1,CNTN3,ALCAM,NRG3,VEGFA
GO: Biological Process	GO:0048589	developmental growth	 	4.006E-8	1.741E-4	3.536E-6	3.167E-5	30	1168	NRG1,ERBB4,NCALD,ERCC5,CFL1,RBP4,FSTL4,SEMA5A,DCC,CPNE5,ITGAV,MEF2C,JUNB,MT3,CADM1,EFNA5,BASP1,SLIT3,PAK1,AUTS2,FGF1,CD81,ALCAM,FGFR2,MRAP2,RPL4,HSP90AA1,VDAC2,VEGFA,HSP90AB1
GO: Biological Process	GO:0042330	taxis	 	4.069E-8	1.768E-4	3.536E-6	3.167E-5	25	842	DOCK4,PLA2G7,CNTN4,NRG1,RELN,NCALD,DPYSL5,SEMA5A,DCC,ITGAV,MEF2C,CNTN6,TUBB3,EFNA5,TENM3,BSG,CNTN5,SLIT3,MIF,HRAS,FGF1,CNTN3,ALCAM,NRG3,VEGFA
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	5.778E-8	2.511E-4	4.924E-6	4.409E-5	38	1772	VWC2,NRG1,RELN,ERBB4,CUX2,ZEB1,MAN2A1,HTR2C,NAPEPLD,ASIC2,CFL1,RGCC,ACTB,SEMA5A,CLSTN2,NLGN1,RUNX2,CPNE5,MEF2C,GRIP1,JUNB,EFNA5,THRA,KITLG,BASP1,PAK1,SLITRK5,FGF1,ALCAM,FGFR2,ARHGEF2,BEX2,IL1RAP,ATP2B1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0048588	developmental cell growth	 	7.078E-8	3.076E-4	5.915E-6	5.297E-5	16	361	NRG1,NCALD,FSTL4,SEMA5A,DCC,CPNE5,MT3,EFNA5,SLIT3,PAK1,AUTS2,ALCAM,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0051240	positive regulation of multicellular organismal process	 	7.929E-8	3.446E-4	6.502E-6	5.822E-5	40	1950	NRG1,RELN,ERBB4,CUX2,MAN2A1,HTR2C,ASIC2,CFL1,RGCC,ACTB,SEMA5A,CLSTN2,NLGN1,RUNX2,CHRM3,MEF2C,RYR2,SULF2,CADM1,EFNA5,THRA,KITLG,BASP1,BSG,MIF,HRAS,PAK1,SLITRK5,FGF1,TAC1,CD81,RORA,FGFR2,ARHGEF2,BEX2,IL1RAP,ATP2B1,RPL4,HSP90AA1,VEGFA
GO: Biological Process	GO:0001764	neuron migration	 	8.610E-8	3.742E-4	6.930E-6	6.205E-5	13	232	NRG1,RELN,ERBB4,NTNG1,DCC,MEF2C,KIRREL3,AUTS2,CTNNA2,ARHGEF2,NRG3,HSP90AA1,VEGFA
GO: Biological Process	GO:0048813	dendrite morphogenesis	 	1.173E-7	5.100E-4	9.272E-6	8.302E-5	12	198	RELN,CUX2,CFL1,DPYSL5,NLGN1,CIT,YWHAH,GRIP1,MT3,TENM3,SLITRK5,CTNNA2
GO: Biological Process	GO:0061387	regulation of extent of cell growth	 	1.196E-7	5.196E-4	9.279E-6	8.309E-5	11	161	NRG1,NCALD,FSTL4,SEMA5A,DCC,MT3,EFNA5,SLIT3,PAK1,RPL4,VEGFA
GO: Biological Process	GO:0048638	regulation of developmental growth	 	1.220E-7	5.302E-4	9.301E-6	8.329E-5	18	478	NRG1,ERBB4,NCALD,CFL1,RBP4,FSTL4,SEMA5A,DCC,CPNE5,MEF2C,MT3,EFNA5,BASP1,SLIT3,PAK1,FGFR2,RPL4,VEGFA
GO: Biological Process	GO:0050807	regulation of synapse organization	 	1.571E-7	6.826E-4	1.177E-5	1.054E-4	14	288	RELN,CUX2,ASIC2,CFL1,DGKB,CLSTN2,NLGN1,ZNF804A,MEF2C,EFNA5,NCAN,SLITRK5,CTNNA2,IL1RAP
GO: Biological Process	GO:0051050	positive regulation of transport	 	1.842E-7	8.004E-4	1.357E-5	1.215E-4	29	1182	RELN,ERBB4,HTR2C,ASIC2,CFL1,RGCC,ACTB,RBP4,RAPGEF1,NLGN1,SIRPA,NDUFA4,RYR2,C2CD5,ITPR1,C2CD2L,NELL2,BSG,MIF,HRAS,PAK1,TAC1,CD81,SMPD1,NNAT,ATP2B1,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0099601	regulation of neurotransmitter receptor activity	 	1.979E-7	8.602E-4	1.434E-5	1.284E-4	8	74	RELN,RASGRF2,CFL1,NLGN1,GRIN2A,RPH3A,MEF2C,GRIP1
GO: Biological Process	GO:0090066	regulation of anatomical structure size	 	2.092E-7	9.090E-4	1.490E-5	1.334E-4	21	667	DOCK4,NRG1,NCALD,HTR2C,ASIC2,CFL1,FSTL4,SEMA5A,DCC,CIT,CHRM3,PRR16,MT3,EFNA5,SLIT3,PAK1,ATP2B1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0021537	telencephalon development	 	2.246E-7	9.760E-4	1.574E-5	1.410E-4	16	393	NRG1,RELN,ERBB4,CFL1,SUN1,GRIA1,GRIN2A,DCC,MEF2C,SOCS7,GRIP1,KIRREL3,SLIT3,SLITRK5,NME1,NRG3
GO: Biological Process	GO:0030516	regulation of axon extension	 	2.636E-7	1.146E-3	1.819E-5	1.629E-4	10	138	NRG1,NCALD,FSTL4,SEMA5A,DCC,MT3,SLIT3,PAK1,RPL4,VEGFA
GO: Biological Process	GO:0022603	regulation of anatomical structure morphogenesis	 	3.127E-7	1.359E-3	2.123E-5	1.901E-4	30	1284	NRG1,RELN,CUX2,ZEB1,CFL1,IARS1,RGCC,DPYSL5,FSTL4,NTNG1,SEMA5A,NLGN1,LRRC4C,RUNX2,DCC,CPNE5,CIT,YWHAH,MEF2C,GRIP1,MT3,EFNA5,SLIT3,PAK1,FGF1,ALCAM,FGFR2,NME1,RPL4,VEGFA
GO: Biological Process	GO:0051347	positive regulation of transferase activity	 	4.011E-7	1.743E-3	2.682E-5	2.401E-4	21	694	NRG1,RELN,ERBB4,RGCC,MEF2C,MT3,FBN1,EFNA5,KITLG,SERINC1,MIF,HRAS,PAK1,FGF1,CD81,FGFR2,NRG3,HSP90AA1,PARM1,VEGFA,HSP90AB1
GO: Biological Process	GO:0051130	positive regulation of cellular component organization	 	4.267E-7	1.855E-3	2.810E-5	2.516E-4	30	1303	NRG1,RELN,CUX2,ASIC2,CFL1,RGCC,RAPGEF1,SEMA5A,CLSTN2,NLGN1,DCC,ZNF804A,C2CD5,ITPR1,GRIP1,EFNA5,THRA,CNOT6L,TENM3,HRAS,PAK1,SLITRK5,AUTS2,TAC1,SMPD1,NME1,IL1RAP,RPL4,HSP90AA1,VEGFA
GO: Biological Process	GO:0040007	growth	 	4.405E-7	1.915E-3	2.858E-5	2.559E-4	33	1528	NRG1,ERBB4,NCALD,ERCC5,CFL1,RBP4,FSTL4,SEMA5A,DCC,CPNE5,ITGAV,MEF2C,SOCS7,JUNB,NELL2,MT3,CADM1,EFNA5,BASP1,SLIT3,PAK1,AUTS2,FGF1,CD81,ALCAM,FGFR2,NRG3,MRAP2,RPL4,HSP90AA1,VDAC2,VEGFA,HSP90AB1
GO: Biological Process	GO:0050767	regulation of neurogenesis	 	6.352E-7	2.761E-3	4.008E-5	3.589E-4	18	535	NRG1,RELN,CUX2,MAN2A1,DPYSL5,FSTL4,SEMA5A,DCC,CIT,YWHAH,MT3,EFNA5,SLIT3,PAK1,ARHGEF2,BEX2,RPL4,VEGFA
GO: Biological Process	GO:0033674	positive regulation of kinase activity	 	6.364E-7	2.766E-3	4.008E-5	3.589E-4	19	593	NRG1,RELN,ERBB4,RGCC,MEF2C,MT3,FBN1,EFNA5,KITLG,MIF,HRAS,PAK1,FGF1,CD81,FGFR2,NRG3,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:1901698	response to nitrogen compound	 	9.533E-7	4.143E-3	5.919E-5	5.300E-4	35	1738	COL6A1,RELN,ZEB1,HTR2C,CFL1,ACTB,RBP4,RAPGEF1,GRIA1,GRIN2A,RUNX2,DCC,SST,ITGAV,CHRM3,MEF2C,SOCS7,RYR2,C2CD5,ITPR1,JUNB,MT3,FBN1,BSG,PAK1,TAC1,CD81,SMPD1,ARHGEF2,NME1,ATP2B1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0071495	cellular response to endogenous stimulus	 	1.017E-6	4.421E-3	6.227E-5	5.576E-4	37	1903	VWC2,COL6A1,RELN,ERBB4,ZEB1,HTR2C,CFL1,ACTB,RAPGEF1,GRIA1,GRIN2A,RUNX2,SST,CHRM3,YWHAH,MEF2C,SOCS7,RYR2,C2CD5,ITPR1,GRIP1,JUNB,SULF2,MT3,FBN1,EFNA5,THRA,SLIT3,PAK1,FGF1,TAC1,FGFR2,ARHGEF2,ATP2B1,RPL4,VEGFA,HSP90AB1
GO: Biological Process	GO:0070593	dendrite self-avoidance	 	1.174E-6	5.101E-3	7.084E-5	6.344E-4	5	23	CNTN4,CNTN6,BSG,CNTN5,CNTN3
GO: Biological Process	GO:2001222	regulation of neuron migration	 	1.206E-6	5.240E-3	7.115E-5	6.371E-4	7	65	NRG1,RELN,ERBB4,NTNG1,CTNNA2,ARHGEF2,NRG3
GO: Biological Process	GO:0045860	positive regulation of protein kinase activity	 	1.212E-6	5.265E-3	7.115E-5	6.371E-4	17	502	NRG1,RELN,ERBB4,RGCC,MEF2C,MT3,FBN1,EFNA5,KITLG,MIF,HRAS,PAK1,FGF1,NRG3,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0010976	positive regulation of neuron projection development	 	1.362E-6	5.919E-3	7.892E-5	7.067E-4	12	249	NRG1,RELN,CUX2,RAPGEF1,NLGN1,DCC,ZNF804A,ITPR1,TENM3,NME1,IL1RAP,VEGFA
GO: Biological Process	GO:0010721	negative regulation of cell development	 	1.420E-6	6.173E-3	8.122E-5	7.273E-4	12	250	DPYSL5,FSTL4,SEMA5A,DCC,CIT,YWHAH,MT3,FBN1,EFNA5,SLIT3,ARHGEF2,VEGFA
GO: Biological Process	GO:0040008	regulation of growth	 	1.483E-6	6.445E-3	8.370E-5	7.494E-4	23	884	NRG1,ERBB4,NCALD,CFL1,RBP4,FSTL4,SEMA5A,DCC,CPNE5,MEF2C,SOCS7,NELL2,MT3,EFNA5,BASP1,SLIT3,PAK1,CD81,FGFR2,NRG3,MRAP2,RPL4,VEGFA
GO: Biological Process	GO:0038130	ERBB4 signaling pathway	 	1.514E-6	6.581E-3	8.437E-5	7.555E-4	4	11	NRG1,ERBB4,CADM1,NRG3
GO: Biological Process	GO:0022898	regulation of transmembrane transporter activity	 	1.682E-6	7.308E-3	9.148E-5	8.191E-4	14	351	RELN,RASGRF2,ASIC2,CFL1,ACTB,NLGN1,GRIN2A,NDUFA4,CHRM3,YWHAH,RPH3A,MEF2C,RYR2,GRIP1
GO: Biological Process	GO:0010243	response to organonitrogen compound	 	1.684E-6	7.318E-3	9.148E-5	8.191E-4	33	1623	COL6A1,RELN,ZEB1,HTR2C,CFL1,ACTB,RBP4,RAPGEF1,GRIA1,GRIN2A,RUNX2,DCC,SST,CHRM3,MEF2C,SOCS7,RYR2,C2CD5,ITPR1,JUNB,FBN1,BSG,PAK1,TAC1,CD81,SMPD1,ARHGEF2,NME1,ATP2B1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:1901890	positive regulation of cell junction assembly	 	1.768E-6	7.685E-3	9.488E-5	8.495E-4	9	132	CUX2,ASIC2,CFL1,CLSTN2,NLGN1,EFNA5,SLITRK5,IL1RAP,VEGFA
GO: Biological Process	GO:0016049	cell growth	 	1.869E-6	8.125E-3	9.908E-5	8.872E-4	20	700	NRG1,NCALD,CFL1,FSTL4,SEMA5A,DCC,CPNE5,MT3,CADM1,EFNA5,SLIT3,PAK1,AUTS2,CD81,ALCAM,NRG3,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0032535	regulation of cellular component size	 	2.063E-6	8.967E-3	1.068E-4	9.566E-4	16	465	NRG1,NCALD,CFL1,FSTL4,SEMA5A,DCC,CIT,PRR16,MT3,EFNA5,SLIT3,PAK1,RPL4,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0051962	positive regulation of nervous system development	 	2.065E-6	8.973E-3	1.068E-4	9.566E-4	15	410	NRG1,RELN,CUX2,MAN2A1,ASIC2,SEMA5A,CLSTN2,NLGN1,EFNA5,PAK1,SLITRK5,BEX2,IL1RAP,RPL4,VEGFA
GO: Biological Process	GO:0050770	regulation of axonogenesis	 	2.548E-6	1.107E-2	1.303E-4	1.167E-3	11	219	NRG1,FSTL4,SEMA5A,LRRC4C,DCC,MT3,EFNA5,SLIT3,PAK1,RPL4,VEGFA
GO: Biological Process	GO:0060284	regulation of cell development	 	2.689E-6	1.169E-2	1.359E-4	1.217E-3	20	717	NRG1,RELN,CUX2,MAN2A1,DPYSL5,FSTL4,SEMA5A,DCC,CIT,YWHAH,MT3,FBN1,EFNA5,SLIT3,PAK1,ALCAM,ARHGEF2,BEX2,RPL4,VEGFA
GO: Biological Process	GO:0008038	neuron recognition	 	3.204E-6	1.392E-2	1.599E-4	1.432E-3	7	75	CNTN4,SEMA5A,CNTN6,EFNA5,BSG,CNTN5,CNTN3
GO: Biological Process	GO:0050774	negative regulation of dendrite morphogenesis	 	3.238E-6	1.407E-2	1.599E-4	1.432E-3	4	13	DPYSL5,CIT,YWHAH,MT3
GO: Biological Process	GO:0021885	forebrain cell migration	 	3.504E-6	1.523E-2	1.708E-4	1.530E-3	7	76	NRG1,RELN,SUN1,SOCS7,SLIT3,ALCAM,NRG3
GO: Biological Process	GO:0070374	positive regulation of ERK1 and ERK2 cascade	 	3.538E-6	1.537E-2	1.708E-4	1.530E-3	12	273	NRG1,ERBB4,HTR2C,RAPGEF1,DCC,MT3,MIF,HRAS,FGF1,FGFR2,ARHGEF2,VEGFA
GO: Biological Process	GO:0044087	regulation of cellular component biogenesis	 	3.646E-6	1.585E-2	1.741E-4	1.559E-3	26	1146	NRG1,CUX2,ASIC2,CFL1,RGCC,RAPGEF1,CLSTN2,NLGN1,MEF2C,TMEFF2,EFNA5,THRA,SNCAIP,CNOT6L,STXBP6,ANKRA2,HRAS,PAK1,SLITRK5,AUTS2,TAC1,ARHGEF2,IL1RAP,HSP90AA1,VDAC2,VEGFA
GO: Biological Process	GO:1902284	neuron projection extension involved in neuron projection guidance	 	4.755E-6	2.067E-2	2.222E-4	1.990E-3	6	52	NCALD,SEMA5A,DCC,SLIT3,ALCAM,VEGFA
GO: Biological Process	GO:0048846	axon extension involved in axon guidance	 	4.755E-6	2.067E-2	2.222E-4	1.990E-3	6	52	NCALD,SEMA5A,DCC,SLIT3,ALCAM,VEGFA
GO: Biological Process	GO:0099173	postsynapse organization	 	5.019E-6	2.181E-2	2.318E-4	2.076E-3	11	235	RELN,CUX2,CFL1,ACTB,DGKB,NLGN1,GRIN2A,ZNF804A,RPH3A,CADM1,IL1RAP
GO: Biological Process	GO:0014070	response to organic cyclic compound	 	5.067E-6	2.202E-2	2.318E-4	2.076E-3	32	1628	NRG1,RELN,ERBB4,SRSF2,HTR2C,ASIC2,CFL1,ACTB,RAPGEF1,GRIA1,GRIN2A,RUNX2,SST,CHRM3,YWHAH,MEF2C,RYR2,ITPR1,JUNB,EFNA5,KITLG,BSG,SLIT3,PAK1,TAC1,RORA,SMPD1,NME1,ATP2B1,HSP90AA1,VEGFA,HSP90AB1
GO: Biological Process	GO:0032409	regulation of transporter activity	 	5.364E-6	2.331E-2	2.428E-4	2.174E-3	14	388	RELN,RASGRF2,ASIC2,CFL1,ACTB,NLGN1,GRIN2A,NDUFA4,CHRM3,YWHAH,RPH3A,MEF2C,RYR2,GRIP1
GO: Biological Process	GO:0032412	regulation of ion transmembrane transporter activity	 	6.122E-6	2.661E-2	2.743E-4	2.456E-3	13	339	RELN,RASGRF2,ASIC2,CFL1,NLGN1,GRIN2A,NDUFA4,CHRM3,YWHAH,RPH3A,MEF2C,RYR2,GRIP1
GO: Biological Process	GO:0051965	positive regulation of synapse assembly	 	6.334E-6	2.753E-2	2.809E-4	2.515E-3	7	83	CUX2,ASIC2,CLSTN2,NLGN1,EFNA5,SLITRK5,IL1RAP
GO: Biological Process	GO:0050806	positive regulation of synaptic transmission	 	6.522E-6	2.835E-2	2.825E-4	2.530E-3	13	341	RELN,ERBB4,HTR2C,RASGRF2,GRIA1,GRIA4,GRIK2,CLSTN2,NLGN1,GRIN2A,SLC24A2,PAK1,TAC1
GO: Biological Process	GO:0009887	animal organ morphogenesis	 	6.545E-6	2.845E-2	2.825E-4	2.530E-3	33	1729	NRG1,ERBB4,EYA4,ZEB1,MAN2A1,RBP4,NTNG1,FJX1,RUNX2,ITGAV,MEF2C,RYR2,TMEFF2,ITPR1,SULF2,FBN1,THRA,TENM3,LMO7,BASP1,BSG,ATRNL1,SLIT3,HRAS,PAK1,FGF1,ALCAM,FGFR2,CTNNA2,NRG3,FHL2,ATP2B1,VEGFA
GO: Biological Process	GO:0072359	circulatory system development	 	6.603E-6	2.870E-2	2.825E-4	2.530E-3	36	1977	NRG1,ERBB4,EYA4,ENOX1,CFL1,IARS1,RGCC,RBP4,RAPGEF1,SEMA5A,NLGN1,ITGAV,CHRM3,MEF2C,RYR2,ITPR1,SGCZ,JUNB,FBN1,THRA,LMO7,BASP1,BSG,SLIT3,PAK1,SLITRK5,FGF1,RORA,ALCAM,FGFR2,EIF3I,NME1,FHL2,BICC1,VEGFA,HSP90AB1
GO: Biological Process	GO:0050919	negative chemotaxis	 	6.631E-6	2.882E-2	2.825E-4	2.530E-3	6	55	NRG1,SEMA5A,ITGAV,EFNA5,SLIT3,NRG3
GO: Biological Process	GO:0044089	positive regulation of cellular component biogenesis	 	6.781E-6	2.947E-2	2.861E-4	2.562E-3	17	571	NRG1,CUX2,ASIC2,CFL1,RGCC,CLSTN2,NLGN1,EFNA5,CNOT6L,HRAS,PAK1,SLITRK5,AUTS2,TAC1,IL1RAP,HSP90AA1,VEGFA
GO: Biological Process	GO:1901888	regulation of cell junction assembly	 	7.174E-6	3.118E-2	2.998E-4	2.685E-3	11	244	CUX2,ASIC2,CFL1,RAPGEF1,CLSTN2,NLGN1,MEF2C,EFNA5,SLITRK5,IL1RAP,VEGFA
GO: Biological Process	GO:0048639	positive regulation of developmental growth	 	7.458E-6	3.241E-2	3.087E-4	2.764E-3	11	245	NRG1,ERBB4,SEMA5A,CPNE5,MEF2C,EFNA5,BASP1,PAK1,FGFR2,RPL4,VEGFA
GO: Biological Process	GO:0045927	positive regulation of growth	 	7.866E-6	3.419E-2	3.225E-4	2.888E-3	13	347	NRG1,ERBB4,CFL1,SEMA5A,CPNE5,MEF2C,EFNA5,BASP1,PAK1,CD81,FGFR2,RPL4,VEGFA
GO: Biological Process	GO:0060998	regulation of dendritic spine development	 	8.667E-6	3.767E-2	3.488E-4	3.123E-3	7	87	NRG1,RELN,CUX2,CFL1,FSTL4,NLGN1,MEF2C
GO: Biological Process	GO:0051057	positive regulation of small GTPase mediated signal transduction	 	8.667E-6	3.767E-2	3.488E-4	3.123E-3	7	87	NRG1,RELN,ITGAV,KITLG,HRAS,AUTS2,ARHGEF2
GO: Biological Process	GO:0051338	regulation of transferase activity	 	9.456E-6	4.110E-2	3.770E-4	3.376E-3	24	1061	NRG1,RELN,ERBB4,RGCC,ACTB,MEF2C,SOCS7,MT3,FBN1,EFNA5,KITLG,SERINC1,MIF,HRAS,PAK1,FGF1,CD81,SMPD1,FGFR2,NRG3,HSP90AA1,PARM1,VEGFA,HSP90AB1
